icd,description,version,,
806.01,Closed fracture of C1-C4 level with complete lesion of cord,9,,
806.02,Closed fracture of C1-C4 level with anterior cord syndrome,9,,
806.03,Closed fracture of C1-C4 level with central cord syndrome,9,,
806.04,Closed fracture of C1-C4 level with other specified spinal cord injury,9,,
806.05,Closed fracture of C5-C7 level with unspecified spinal cord injury,9,,
806.06,Closed fracture of C5-C7 level with complete lesion of cord,9,,
806.07,Closed fracture of C5-C7 level with anterior cord syndrome,9,,
806.08,Closed fracture of C5-C7 level with central cord syndrome,9,,
806.09,Closed fracture of C5-C7 level with other specified spinal cord injury,9,,
806.10,Open fracture of C1-C4 level with unspecified spinal cord injury,9,,
806.11,Open fracture of C1-C4 level with complete lesion of cord,9,,
806.12,Open fracture of C1-C4 level with anterior cord syndrome,9,,
806.13,Open fracture of C1-C4 level with central cord syndrome,9,,
806.14,Open fracture of C1-C4 level with other specified spinal cord injury,9,,
806.15,Open fracture of C5-C7 level with unspecified spinal cord injury,9,,
806.16,Open fracture of C5-C7 level with complete lesion of cord,9,,
806.17,Open fracture of C5-C7 level with anterior cord syndrome,9,,
806.18,Open fracture of C5-C7 level with central cord syndrome,9,,
806.19,Open fracture of C5-C7 level with other specified spinal cord injury,9,,
806.20,Closed fracture of T1-T6 level with unspecified spinal cord injury,9,,
806.21,Closed fracture of T1-T6 level with complete lesion of cord,9,,
806.22,Closed fracture of T1-T6 level with anterior cord syndrome,9,,
806.23,Closed fracture of T1-T6 level with central cord syndrome,9,,
806.24,Closed fracture of T1-T6 level with other specified spinal cord injury,9,,
806.25,Closed fracture of T7-T12 level with unspecified spinal cord injury,9,,
806.26,Closed fracture of T7-T12 level with complete lesion of cord,9,,
806.27,Closed fracture of T7-T12 level with anterior cord syndrome,9,,
806.28,Closed fracture of T7-T12 level with central cord syndrome,9,,
806.29,Closed fracture of T7-T12 level with other specified spinal cord injury,9,,
806.30,Open fracture of T1-T6 level with unspecified spinal cord injury,9,,
806.31,Open fracture of T1-T6 level with complete lesion of cord,9,,
806.32,Open fracture of T1-T6 level with anterior cord syndrome,9,,
806.33,Open fracture of T1-T6 level with central cord syndrome,9,,
806.34,Open fracture of T1-T6 level with other specified spinal cord injury,9,,
806.35,Open fracture of T7-T12 level with unspecified spinal cord injury,9,,
806.36,Open fracture of T7-T12 level with complete lesion of cord,9,,
806.37,Open fracture of T7-T12 level with anterior cord syndrome,9,,
806.38,Open fracture of T7-T12 level with central cord syndrome,9,,
806.39,Open fracture of T7-T12 level with other specified spinal cord injury,9,,
806.60,Closed fracture of sacrum and coccyx with unspecified spinal cord injury,9,,
806.61,Closed fracture of sacrum and coccyx with complete cauda equina lesion,9,,
806.62,Closed fracture of sacrum and coccyx with other cauda equina injury,9,,
806.69,Closed fracture of sacrum and coccyx with other spinal cord injury,9,,
806.70,Open fracture of sacrum and coccyx with unspecified spinal cord injury,9,,
806.71,Open fracture of sacrum and coccyx with complete cauda equina lesion,9,,
806.72,Open fracture of sacrum and coccyx with other cauda equina injury,9,,
806.79,Open fracture of sacrum and coccyx with other spinal cord injury,9,,
807.00,"Closed fracture of rib(s), unspecified",9,,
807.01,Closed fracture of one rib,9,,
807.02,Closed fracture of two ribs,9,,
807.03,Closed fracture of three ribs,9,,
807.04,Closed fracture of four ribs,9,,
807.05,Closed fracture of five ribs,9,,
807.06,Closed fracture of six ribs,9,,
807.07,Closed fracture of seven ribs,9,,
807.08,Closed fracture of eight or more ribs,9,,
807.09,"Closed fracture of multiple ribs, unspecified",9,,
807.10,"Open fracture of rib(s), unspecified",9,,
807.11,Open fracture of one rib,9,,
807.12,Open fracture of two ribs,9,,
807.13,Open fracture of three ribs,9,,
807.14,Open fracture of four ribs,9,,
807.15,Open fracture of five ribs,9,,
807.16,Open fracture of six ribs,9,,
807.17,Open fracture of seven ribs,9,,
807.18,Open fracture of eight or more ribs,9,,
807.19,"Open fracture of multiple ribs, unspecified",9,,
808.41,Closed fracture of ilium,9,,
808.42,Closed fracture of ischium,9,,
808.43,Multiple closed pelvic fractures with disruption of pelvic circle,9,,
808.44,Multiple closed pelvic fractures without disruption of pelvic circle,9,,
808.49,Closed fracture of other specified part of pelvis,9,,
808.51,Open fracture of ilium,9,,
808.52,Open fracture of ischium,9,,
808.53,Multiple open pelvic fractures with disruption of pelvic circle,9,,
808.54,Multiple open pelvic fractures without disruption of pelvic circle,9,,
808.59,Open fracture of other specified part of pelvis,9,,
810.00,"Closed fracture of clavicle, unspecified part",9,,
810.01,Closed fracture of sternal end of clavicle,9,,
810.02,Closed fracture of shaft of clavicle,9,,
810.03,Closed fracture of acromial end of clavicle,9,,
810.10,"Open fracture of clavicle, unspecified part",9,,
810.11,Open fracture of sternal end of clavicle,9,,
810.12,Open fracture of shaft of clavicle,9,,
810.13,Open fracture of acromial end of clavicle,9,,
811.00,"Closed fracture of scapula, unspecified part",9,,
811.01,Closed fracture of acromial process of scapula,9,,
811.02,Closed fracture of coracoid process of scapula,9,,
811.03,Closed fracture of glenoid cavity and neck of scapula,9,,
811.09,"Closed fracture of scapula, other",9,,
811.10,"Open fracture of scapula, unspecified part",9,,
811.11,Open fracture of acromial process of scapula,9,,
811.12,Open fracture of coracoid process,9,,
811.13,Open fracture of glenoid cavity and neck of scapula,9,,
811.19,"Open fracture of scapula, other",9,,
812.00,Closed fracture of unspecified part of upper end of humerus,9,,
812.01,Closed fracture of surgical neck of humerus,9,,
812.02,Closed fracture of anatomical neck of humerus,9,,
812.03,Closed fracture of greater tuberosity of humerus,9,,
812.09,Other closed fracture of upper end of humerus,9,,
812.10,Open fracture of unspecified part of upper end of humerus,9,,
812.11,Open fracture of surgical neck of humerus,9,,
812.12,Open fracture of anatomical neck of humerus,9,,
812.13,Open fracture of greater tuberosity of humerus,9,,
812.19,Other open fracture of upper end of humerus,9,,
812.20,Closed fracture of unspecified part of humerus,9,,
812.21,Closed fracture of shaft of humerus,9,,
812.30,Open fracture of unspecified part of humerus,9,,
812.31,Open fracture of shaft of humerus,9,,
812.40,Closed fracture of unspecified part of lower end of humerus,9,,
812.41,Closed supracondylar fracture of humerus,9,,
812.42,Closed fracture of lateral condyle of humerus,9,,
812.43,Closed fracture of medial condyle of humerus,9,,
812.44,Closed fracture of unspecified condyle(s) of humerus,9,,
812.49,Other closed fracture of lower end of humerus,9,,
812.50,Open fracture of unspecified part of lower end of humerus,9,,
812.51,Open supracondylar fracture of humerus,9,,
812.52,Open fracture of lateral condyle of humerus,9,,
812.53,Open fracture of medial condyle of humerus,9,,
812.54,Open fracture of unspecified condyle(s) of humerus,9,,
812.59,Other open fracture of lower end of humerus,9,,
813.00,"Closed fracture of upper end of forearm, unspecified",9,,
813.01,Closed fracture of olecranon process of ulna,9,,
813.02,Closed fracture of coronoid process of ulna,9,,
813.03,Closed Monteggia's fracture,9,,
813.04,Other and unspecified closed fractures of proximal end of ulna (alone),9,,
813.05,Closed fracture of head of radius,9,,
813.06,Closed fracture of neck of radius,9,,
813.07,Other and unspecified closed fractures of proximal end of radius (alone),9,,
813.08,"Closed fracture of radius with ulna, upper end [any part]",9,,
813.10,"Open fracture of upper end of forearm, unspecified",9,,
813.11,Open fracture of olecranon process of ulna,9,,
813.12,Open fracture of coronoid process of ulna,9,,
813.13,Open Monteggia's fracture,9,,
813.14,Other and unspecified open fractures of proximal end of ulna (alone),9,,
813.15,Open fracture of head of radius,9,,
813.16,Open fracture of neck of radius,9,,
813.17,Other and unspecified open fractures of proximal end of radius (alone),9,,
813.18,"Open fracture of radius with ulna, upper end (any part)",9,,
813.20,"Closed fracture of shaft of radius or ulna, unspecified",9,,
813.21,Closed fracture of shaft of radius (alone),9,,
813.22,Closed fracture of shaft of ulna (alone),9,,
813.23,Closed fracture of shaft of radius with ulna,9,,
813.30,"Open fracture of shaft of radius or ulna, unspecified",9,,
813.31,Open fracture of shaft of radius (alone),9,,
813.32,Open fracture of shaft of ulna (alone),9,,
813.33,Open fracture of shaft of radius with ulna,9,,
813.40,"Closed fracture of lower end of forearm, unspecified",9,,
813.41,Closed Colles' fracture,9,,
813.42,Other closed fractures of distal end of radius (alone),9,,
813.43,Closed fracture of distal end of ulna (alone),9,,
813.44,Closed fracture of lower end of radius with ulna,9,,
813.45,Torus fracture of radius (alone),9,,
813.46,Torus fracture of ulna (alone),9,,
813.47,Torus fracture of radius and ulna,9,,
813.50,"Open fracture of lower end of forearm, unspecified",9,,
813.51,Open Colles' fracture,9,,
813.52,Other open fractures of distal end of radius (alone),9,,
813.53,Open fracture of distal end of ulna (alone),9,,
813.54,Open fracture of lower end of radius with ulna,9,,
813.80,Closed fracture of unspecified part of forearm,9,,
813.81,Closed fracture of unspecified part of radius (alone),9,,
813.82,Closed fracture of unspecified part of ulna (alone),9,,
813.83,Closed fracture of unspecified part of radius with ulna,9,,
813.90,Open fracture of unspecified part of forearm,9,,
813.91,Open fracture of unspecified part of radius (alone),9,,
813.92,Open fracture of unspecified part of ulna (alone),9,,
813.93,Open fracture of unspecified part of radius with ulna,9,,
814.00,"Closed fracture of carpal bone, unspecified",9,,
814.01,Closed fracture of navicular [scaphoid] bone of wrist,9,,
814.02,Closed fracture of lunate [semilunar] bone of wrist,9,,
814.03,Closed fracture of triquetral [cuneiform] bone of wrist,9,,
814.04,Closed fracture of pisiform bone of wrist,9,,
814.05,Closed fracture of trapezium bone [larger multangular] of wrist,9,,
814.06,Closed fracture of trapezoid bone [smaller multangular] of wrist,9,,
814.07,Closed fracture of capitate bone [os magnum] of wrist,9,,
814.08,Closed fracture of hamate [unciform] bone of wrist,9,,
814.09,Closed fracture of other bone of wrist,9,,
814.10,"Open fracture of carpal bone, unspecified",9,,
814.11,Open fracture of navicular [scaphoid] bone of wrist,9,,
814.12,Open fracture of lunate [semilunar] bone of wrist,9,,
814.13,Open fracture of triquetral [cuneiform] bone of wrist,9,,
814.14,Open fracture of pisiform bone of wrist,9,,
814.15,Open fracture of trapezium bone [larger multangular] of wrist,9,,
814.16,Open fracture of trapezoid bone [smaller multangular] of wrist,9,,
814.17,Open fracture of capitate bone [os magnum] of wrist,9,,
814.18,Open fracture of hamate [unciform] bone of wrist,9,,
814.19,Open fracture of other bone of wrist,9,,
815.00,"Closed fracture of metacarpal bone(s), site unspecified",9,,
815.01,Closed fracture of base of thumb [first] metacarpal,9,,
815.02,Closed fracture of base of other metacarpal bone(s),9,,
815.03,Closed fracture of shaft of metacarpal bone(s),9,,
815.04,Closed fracture of neck of metacarpal bone(s),9,,
815.09,Closed fracture of multiple sites of metacarpus,9,,
815.10,"Open fracture of metacarpal bone(s), site unspecified",9,,
815.11,Open fracture of base of thumb [first] metacarpal,9,,
815.12,Open fracture of base of other metacarpal bone(s),9,,
815.13,Open fracture of shaft of metacarpal bone(s),9,,
815.14,Open fracture of neck of metacarpal bone(s),9,,
815.19,Open fracture of multiple sites of metacarpus,9,,
816.00,"Closed fracture of phalanx or phalanges of hand, unspecified",9,,
816.01,Closed fracture of middle or proximal phalanx or phalanges of hand,9,,
816.02,Closed fracture of distal phalanx or phalanges of hand,9,,
816.03,Closed fracture of multiple sites of phalanx or phalanges of hand,9,,
816.10,"Open fracture of phalanx or phalanges of hand, unspecified",9,,
816.11,Open fracture of middle or proximal phalanx or phalanges of hand,9,,
816.12,Open fracture of distal phalanx or phalanges of hand,9,,
816.13,Open fracture of multiple sites of phalanx or phalanges of hand,9,,
820.00,"Closed fracture of intracapsular section of neck of femur, unspecified",9,,
820.01,Closed fracture of epiphysis (separation) (upper) of neck of femur,9,,
820.02,Closed fracture of midcervical section of neck of femur,9,,
820.03,Closed fracture of base of neck of femur,9,,
820.09,Other closed transcervical fracture of neck of femur,9,,
820.10,"Open fracture of intracapsular section of neck of femur, unspecified",9,,
820.11,Open fracture of epiphysis (separation) (upper) of neck of femur,9,,
820.12,Open fracture of midcervical section of neck of femur,9,,
820.13,Open fracture of base of neck of femur,9,,
820.19,Other open transcervical fracture of neck of femur,9,,
820.20,Closed fracture of trochanteric section of neck of femur,9,,
820.21,Closed fracture of intertrochanteric section of neck of femur,9,,
820.22,Closed fracture of subtrochanteric section of neck of femur,9,,
820.30,"Open fracture of trochanteric section of neck of femur, unspecified",9,,
820.31,Open fracture of intertrochanteric section of neck of femur,9,,
820.32,Open fracture of subtrochanteric section of neck of femur,9,,
821.00,Closed fracture of unspecified part of femur,9,,
821.01,Closed fracture of shaft of femur,9,,
821.10,Open fracture of unspecified part of femur,9,,
821.11,Open fracture of shaft of femur,9,,
821.20,"Closed fracture of lower end of femur, unspecified part",9,,
821.21,"Closed fracture of condyle, femoral",9,,
821.22,"Closed fracture of epiphysis, lower (separation) of femur",9,,
821.23,Closed supracondylar fracture of femur,9,,
821.29,Other closed fracture of lower end of femur,9,,
821.30,"Open fracture of lower end of femur, unspecified part",9,,
821.31,"Open fracture of condyle, femoral",9,,
821.32,Open fracture of epiphysis. Lower (separation) of femur,9,,
821.33,Open supracondylar fracture of femur,9,,
821.39,Other open fracture of lower end of femur,9,,
823.00,Closed fracture of upper end of tibia alone,9,,
823.01,Closed fracture of upper end of fibula alone,9,,
823.02,Closed fracture of upper end of fibula with tibia,9,,
823.10,Open fracture of upper end of tibia alone,9,,
823.11,Open fracture of upper end of fibula alone,9,,
823.12,Open fracture of upper end of fibula with tibia,9,,
823.20,Closed fracture of shaft of tibia alone,9,,
823.21,Closed fracture of shaft of fibula alone,9,,
823.22,Closed fracture of shaft of fibula with tibia,9,,
823.30,Open fracture of shaft of tibia alone,9,,
823.31,Open fracture of shaft of fibula alone,9,,
823.32,Open fracture of shaft of fibula with tibia,9,,
823.40,"Torus fracture, tibia alone",9,,
823.41,"Torus fracture, fibula alone",9,,
823.42,"Torus fracture, fibula with tibia",9,,
823.80,Closed fracture of unspecified part of tibia alone,9,,
823.81,Closed fracture of unspecified part of fibula alone,9,,
823.82,Closed fracture of unspecified part of fibula with tibia,9,,
823.90,Open fracture of unspecified part of tibia alone,9,,
823.91,Open fracture of unspecified part of fibula alone,9,,
823.92,Open fracture of unspecified part of fibula with tibia,9,,
825.20,Closed fracture of unspecified bone(s) of foot [except toes],9,,
825.21,Closed fracture of astragalus,9,,
825.22,"Closed fracture of navicular [scaphoid], foot",9,,
825.23,Closed fracture of cuboid,9,,
825.24,"Closed fracture of cuneiform, foot",9,,
825.25,Closed fracture of metatarsal bone(s),9,,
825.29,Other closed fracture of tarsal and metatarsal bones,9,,
825.30,Open fracture of unspecified bone(s) of foot [except toes],9,,
825.31,Open fracture of astragalus,9,,
825.32,"Open fracture of navicular [scaphoid], foot",9,,
825.33,Open fracture of cuboid,9,,
825.34,"Open fracture of cuneiform, foot",9,,
825.35,Open fracture of metatarsal bone(s),9,,
825.39,Other open fracture of tarsal and metatarsal bones,9,,
831.00,"Closed dislocation of shoulder, unspecified",9,,
831.01,Closed anterior dislocation of humerus,9,,
831.02,Closed posterior dislocation of humerus,9,,
831.03,Closed inferior dislocation of humerus,9,,
831.04,Closed dislocation of acromioclavicular (joint),9,,
831.09,"Closed dislocation of shoulder, other",9,,
831.10,"Open dislocation of shoulder, unspecified",9,,
831.11,Open anterior dislocation of humerus,9,,
831.12,Open posterior dislocation of humerus,9,,
831.13,Open inferior dislocation of humerus,9,,
831.14,Open dislocation of acromioclavicular (joint),9,,
831.19,"Open dislocation of shoulder, other",9,,
832.00,"Closed dislocation of elbow, unspecified",9,,
832.01,Closed anterior dislocation of elbow,9,,
832.02,Closed posterior dislocation of elbow,9,,
832.03,Closed medial dislocation of elbow,9,,
832.04,Closed lateral dislocation of elbow,9,,
832.09,"Closed dislocation of elbow, other",9,,
832.10,"Open dislocation of elbow, unspecified",9,,
832.11,Open anterior dislocation of elbow,9,,
832.12,Open posterior dislocation of elbow,9,,
832.13,Open medial dislocation of elbow,9,,
832.14,Open lateral dislocation of elbow,9,,
832.19,"Open dislocation of elbow, other",9,,
833.00,"Closed dislocation of wrist, unspecified part",9,,
833.01,"Closed dislocation of radioulnar (joint), distal",9,,
833.02,Closed dislocation of radiocarpal (joint),9,,
833.03,Closed dislocation of midcarpal (joint),9,,
833.04,Closed dislocation of carpometacarpal (joint),9,,
833.05,"Closed dislocation of metacarpal (bone), proximal end",9,,
833.09,"Closed dislocation of wrist, other",9,,
833.10,"Open dislocation of wrist, unspecified part",9,,
833.11,"Open dislocation of radioulnar (joint), distal",9,,
833.12,Open dislocation of radiocarpal (joint),9,,
833.13,Open dislocation of midcarpal (joint),9,,
833.14,Open dislocation of carpometacarpal (joint),9,,
833.15,"Open dislocation of metacarpal (bone), proximal end",9,,
833.19,"Open dislocation of wrist, other",9,,
834.00,"Closed dislocation of finger, unspecified part",9,,
834.01,Closed dislocation of metacarpophalangeal (joint),9,,
834.02,"Closed dislocation of interphalangeal (joint), hand",9,,
834.10,"Open dislocation of finger, unspecified part",9,,
834.11,Open dislocation of metacarpophalangeal (joint),9,,
834.12,"Open dislocation interphalangeal (joint), hand",9,,
835.00,"Closed dislocation of hip, unspecified site",9,,
835.01,Closed posterior dislocation of hip,9,,
835.02,Closed obturator dislocation of hip,9,,
835.03,Other closed anterior dislocation of hip,9,,
835.10,"Open dislocation of hip, unspecified site",9,,
835.11,Open posterior dislocation of hip,9,,
835.12,Open obturator dislocation of hip,9,,
835.13,Other open anterior dislocation of hip,9,,
836.50,"Dislocation of knee, unspecified, closed",9,,
836.51,"Anterior dislocation of tibia, proximal end, closed",9,,
836.52,"Posterior dislocation of tibia, proximal end, closed",9,,
836.53,"Medial dislocation of tibia, proximal end, closed",9,,
836.54,"Lateral dislocation of tibia, proximal end, closed",9,,
836.59,"Other dislocation of knee, closed",9,,
836.60,"Dislocation of knee, unspecified, open",9,,
836.61,"Anterior dislocation of tibia, proximal end, open",9,,
836.62,"Posterior dislocation of tibia, proximal end, open",9,,
836.63,"Medial dislocation of tibia, proximal end, open",9,,
836.64,"Lateral dislocation of tibia, proximal end, open",9,,
836.69,"Other dislocation of knee, open",9,,
838.00,"Closed dislocation of foot, unspecified",9,,
838.01,"Closed dislocation of tarsal (bone), joint unspecified",9,,
838.02,Closed dislocation of midtarsal (joint),9,,
838.03,Closed dislocation of tarsometatarsal (joint),9,,
838.04,"Closed dislocation of metatarsal (bone), joint unspecified",9,,
838.05,Closed dislocation of metatarsophalangeal (joint),9,,
838.06,"Closed dislocation of interphalangeal (joint), foot",9,,
838.09,"Closed dislocation of foot, other",9,,
838.10,"Open dislocation of foot, unspecified",9,,
838.11,"Open dislocation of tarsal (bone), joint unspecified",9,,
838.12,Open dislocation of midtarsal (joint),9,,
838.13,Open dislocation of tarsometatarsal (joint),9,,
838.14,"Open dislocation of metatarsal (bone), joint unspecified",9,,
838.15,Open dislocation of metatarsophalangeal (joint),9,,
838.16,"Open dislocation of interphalangeal (joint), foot",9,,
838.19,"Open dislocation of foot, other",9,,
839.00,"Closed dislocation, cervical vertebra, unspecified",9,,
839.01,"Closed dislocation, first cervical vertebra",9,,
839.02,"Closed dislocation, second cervical vertebra",9,,
839.03,"Closed dislocation, third cervical vertebra",9,,
839.04,"Closed dislocation, fourth cervical vertebra",9,,
839.05,"Closed dislocation, fifth cervical vertebra",9,,
839.06,"Closed dislocation, sixth cervical vertebra",9,,
839.07,"Closed dislocation, seventh cervical vertebra",9,,
839.08,"Closed dislocation, multiple cervical vertebrae",9,,
839.10,"Open dislocation, cervical vertebra, unspecified",9,,
839.11,"Open dislocation, first cervical vertebra",9,,
839.12,"Open dislocation, second cervical vertebra",9,,
839.13,"Open dislocation, third cervical vertebra",9,,
839.14,"Open dislocation, fourth cervical vertebra",9,,
839.15,"Open dislocation, fifth cervical vertebra",9,,
839.16,"Open dislocation, sixth cervical vertebra",9,,
839.17,"Open dislocation, seventh cervical vertebra",9,,
839.18,"Open dislocation, multiple cervical vertebrae",9,,
839.20,"Closed dislocation, lumbar vertebra",9,,
839.21,"Closed dislocation, thoracic vertebra",9,,
839.30,"Open dislocation, lumbar vertebra",9,,
839.31,"Open dislocation, thoracic vertebra",9,,
839.40,"Closed dislocation, vertebra, unspecified site",9,,
839.41,"Closed dislocation, coccyx",9,,
839.42,"Closed dislocation, sacrum",9,,
839.49,"Closed dislocation, vertebra, other",9,,
839.50,"Open dislocation, vertebra, unspecified site",9,,
839.51,"Open dislocation, coccyx",9,,
839.52,"Open dislocation, sacrum",9,,
839.59,"Open dislocation, vertebra,other",9,,
839.61,"Closed dislocation, sternum",9,,
839.69,"Closed dislocation, other location",9,,
839.71,"Open dislocation, sternum",9,,
839.79,"Open dislocation, other location",9,,
842.00,"Sprain of wrist, unspecified site",9,,
842.01,Sprain of carpal (joint) of wrist,9,,
842.02,Sprain of radiocarpal (joint) (ligament) of wrist,9,,
842.09,Other sprains and strains of wrist,9,,
842.10,"Sprain of hand, unspecified site",9,,
842.11,Sprain of carpometacarpal (joint) of hand,9,,
842.12,Sprain of metacarpophalangeal (joint) of hand,9,,
842.13,Sprain of interphalangeal (joint) of hand,9,,
842.19,Other sprains and strains of hand,9,,
845.00,"Sprain of ankle, unspecified site",9,,
845.01,"Sprain of deltoid (ligament), ankle",9,,
845.02,Sprain of calcaneofibular (ligament) of ankle,9,,
845.03,"Sprain of tibiofibular (ligament), distal of ankle",9,,
845.09,Other sprains and strains of ankle,9,,
845.10,"Sprain of foot, unspecified site",9,,
845.11,Sprain of tarsometatarsal (joint) (ligament) of foot,9,,
845.12,Sprain of metatarsophalangeal (joint) of foot,9,,
845.13,"Sprain of interphalangeal (joint), toe",9,,
845.19,Other sprain of foot,9,,
848.40,"Sprain of sternum, unspecified site",9,,
848.41,Sprain of sternoclavicular (joint) (ligament),9,,
848.42,Sprain of chondrosternal (joint),9,,
848.49,"Sprain of sternum, other",9,,
850.11,"Concussion, with loss of consciousness of 30 minutes or less",9,,
850.12,"Concussion, with loss of consciousness from 31 to 59 minutes",9,,
851.00,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness",9,,
851.01,"Cortex (cerebral) contusion without mention of open intracranial wound, with no loss of consciousness",9,,
851.02,"Cortex (cerebral) contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.03,"Cortex (cerebral) contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.04,"Cortex (cerebral) contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
851.05,"Cortex (cerebral) contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.06,"Cortex (cerebral) contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.09,"Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified",9,,
851.10,"Cortex (cerebral) contusion with open intracranial wound, unspecified state of consciousness",9,,
851.11,"Cortex (cerebral) contusion with open intracranial wound, with no loss of consciousness",9,,
851.12,"Cortex (cerebral) contusion with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.13,"Cortex (cerebral) contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.14,"Cortex (cerebral) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
851.15,"Cortex (cerebral) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.16,"Cortex (cerebral) contusion with open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.19,"Cortex (cerebral) contusion with open intracranial wound, with concussion, unspecified",9,,
851.20,"Cortex (cerebral) laceration without mention of open intracranial wound, unspecified state of consciousness",9,,
851.21,"Cortex (cerebral) laceration without mention of open intracranial wound, with no loss of consciousness",9,,
851.22,"Cortex (cerebral) laceration without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.23,"Cortex (cerebral) laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.24,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
851.25,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.26,"Cortex (cerebral) laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.29,"Cortex (cerebral) laceration without mention of open intracranial wound, with concussion, unspecified",9,,
851.30,"Cortex (cerebral) laceration with open intracranial wound, unspecified state of consciousness",9,,
851.31,"Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness",9,,
851.32,"Cortex (cerebral) laceration with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.33,"Cortex (cerebral) laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.34,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
851.35,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.36,"Cortex (cerebral) laceration with open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.39,"Cortex (cerebral) laceration with open intracranial wound, with concussion, unspecified",9,,
851.40,"Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness",9,,
851.41,"Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness",9,,
851.42,"Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.43,"Cerebellar or brain stem contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.44,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level",9,,
851.45,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.46,"Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.49,"Cerebellar or brain stem contusion without mention of open intracranial wound, with concussion, unspecified",9,,
851.50,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness",9,,
851.51,"Cerebellar or brain stem contusion with open intracranial wound, with no loss of consciousness",9,,
851.52,"Cerebellar or brain stem contusion with open intracranial wound, with brief [less than one hour] loss of consciousness",9,,
851.53,"Cerebellar or brain stem contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.54,"Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
851.55,"Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.56,"Cerebellar or brain stem contusion with open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.59,"Cerebellar or brain stem contusion with open intracranial wound, with concussion, unspecified",9,,
851.60,"Cerebellar or brain stem laceration without mention of open intracranial wound, unspecified state of consciousness",9,,
851.61,"Cerebellar or brain stem laceration without mention of open intracranial wound, with no loss of consciousness",9,,
851.62,"Cerebellar or brain stem laceration without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",9,,
851.63,"Cerebellar or brain stem laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",9,,
851.64,"Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9,,
851.65,"Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",9,,
851.66,"Cerebellar or brain stem laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",9,,
851.69,"Cerebellar or brain stem laceration without mention of open intracranial wound, with concussion, unspecified",9,,
851.70,"Cerebellar or brain stem laceration with open intracranial wound, unspecified state of consciousness",9,,
