CPT_CODE,CPT_LONG_DESCRIPTION,,,
D6078,IMPLANT/ABUTMENT SUPPORTED FIXED DENTURE FOR COMPLETELY EDENTULOUS ARCH,,,
D6079,IMPLANT/ABUTMENT SUPPORTED FIXED DENTURE FOR PARTIALLY EDENTULOUS ARCH,,,
D6080,IMPLANT MAINTENANCE,,,
D6090,REPAIR IMPLANT,,,
D6095,ODONTICS REPR ABUTMENT,,,
D6100,REMOVAL OF IMPLANT,,,
D6199,IMPLANT PROCEDURE,,,
D6210,PROSTHODONT HIGH NOBLE METAL,,,
D6211,BRIDGE BASE METAL CAST,,,
D6212,BRIDGE NOBLE METAL CAST,,,
D6240,BRIDGE PORCELAIN HIGH NOBLE,,,
D6241,BRIDGE PORCELAIN BASE METAL,,,
D6242,BRIDGE PORCELAIN NOBEL METAL,,,
D6245,PONTIC - PORCELAIN/CERAMIC,,,
D6250,BRIDGE RESIN W/HIGH NOBLE,,,
D6251,BRIDGE RESIN BASE METAL,,,
D6252,BRIDGE RESIN W/NOBLE METAL,,,
D6253,PROVISIONAL PONTIC,,,
D6545,DENTAL RETAINR CAST METL,,,
D6548,RETAINER - PORCELAIN/CERAMIC FOR RESIN BONDED FIXED PROSTHESIS,,,
D6600,"INLAY-PORCELAIN/CERAMIC, TWO SURFACES",,,
D6601,"INLAY - PORCELAIN/CERAMIC, THREE OR MORE SURFACES",,,
D6602,"INLAY - CAST HIGH NOBLE METAL, TWO SURFACES",,,
D6603,"INLAY - CAST HIGH NOBLE METAL, THREE OR MORE SURFACES",,,
D6604,"INLAY - CAST PREDOMINANTLY BASE METAL, TWO SURFACES",,,
D6605,"INLAY - CAST PREDOMINANTLY BASE METAL, THREE OR MORE SURFACES",,,
D6606,"INLAY - CAST NOBLE METAL, TWO SURFACES",,,
D6607,"INLAY - CAST NOBLE METAL, THREE OR MORE SURFACES",,,
D6608,"ONLAY - PORCELAIN/CERAMIC, TWO SURFACES",,,
D6609,"ONLAY - PORCELAIN/CERAMIC, THREE OR MORE SURFACES",,,
D6610,"ONLAY - CAST HIGH NOBLE METAL, TWO SURFACES",,,
D6611,"ONLAY - CAST HIGH NOBLE METAL, THREE OR MORE SURFACES",,,
D6612,"ONLAY - CAST PREDOMINANTLY BASE METAL, TWO SURFACES",,,
D6613,"ONLAY - CAST PREDOMINANTLY BASE METAL, THREE OR MORE SURFACES",,,
D6614,"ONLAY - CAST NOBLE METAL, TWO SURFACES",,,
D6615,"ONLAY - CAST NOBLE METAL, THREE OR MORE SURFACES",,,
D6720,RETAIN CROWN RESIN W HI NBLE,,,
D6721,CROWN RESIN W/BASE METAL,,,
D6722,CROWN RESIN W/NOBLE METAL,,,
D6740,CROWN - PORCELAIN/CERAMIC,,,
D6750,CROWN PORCELAIN HIGH NOBLE,,,
D6751,CROWN PORCELAIN BASE METAL,,,
D6752,CROWN PORCELAIN NOBLE METAL,,,
D6780,CROWN \3/4\ HIGH NOBLE METAL,,,
D6781,CROWN - 3/4 CAST PREDOMINANTLY BASED METAL,,,
D6782,CRWN - 3/4 CAST NOBLE METAL (FIXED PARTIAL DENTURE RETAINERS),,,
D6783,CROWN - 3/4 PORCELAIN/CERAMIC (FIXED PARTIAL DENTURE RETAINERS-CROWNS),,,
D6790,CROWN FULL HIGH NOBLE METAL,,,
D6791,CROWN FULL BASE METAL CAST,,,
D6792,CROWN FULL NOBLE METAL CAST,,,
D6793,PROVISIONAL RETAINER CROWN,,,
D6920,DENTAL CONNECTOR BAR,,,
D6930,DENTAL RECEMENT BRIDGE,,,
D6940,STRESS BREAKER,,,
D6950,PRECISION ATTACH,,,
D6970,POST & CORE PLUS RETAINER,,,
D6971,CAST POST BRIDGE RETAINER,,,
D6972,PREFAB POST & CORE PLUS RETA,,,
D6973,CORE BUILD UP FOR RETAINER,,,
D6975,COPING METAL,,,
D6976,EACH ADDITIONAL CAST POST - SAME TOOTH (OTHER FIXED PARTIAL DENTURE SERVICES),,,
D6977,EA ADDITIONAL PREFABRICATED POST - SAME TOOTH (OTHER FIXED PARTIAL DENTURE SERVICES),,,
D6980,BRIDGE REPAIR,,,
D6985,"PEDIATRIC PARTIAL DENTURE, FIXED",,,
D6999,FIXED PROSTHODONTIC PROC,,,
D7111,CORONAL REMNANTS - DECIDUOUS TOOTH,,,
D7140,"EXTRACTION, ERUPTED TOOTH OR EXPOSED ROOT (ELEVATION AND/OR FORCEPS REMOVAL)",,,
D7210,REM IMP TOOTH W MUCOPER FLP,,,
D7220,IMPACT TOOTH REMOV SOFT TISS,,,
D7230,IMPACT TOOTH REMOV PART BONY,,,
D7240,IMPACT TOOTH REMOV COMP BONY,,,
D7241,IMPACT TOOTH REM BONY W/ COMP,,,
D7250,SURG REMOV TOOTH ROOTS (CUT PROC),,,
D7260,ORAL ANTRAL FISTULA CLOSURE,,,
D7261,PRIMARY CLOSURE OF A SINUS PERFORATION,,,
D7270,TOOTH REIMPLANTATION AND/OR STABILIZATION OF ACCIDENTALLY EVULSED OR DISPLACED TOOTH,,,
D7272,TOOTH TRANSPLANTATION,,,
D7280,SURGICAL ACCESS OF AN UNERUPTED TOOTH,,,
D7281,EXPOSURE TOOTH AID ERUPTION,,,
D7282,MOBILIZATION OF ERUPTED OR MALPOSITIONED TOOTH TO AID ERUPTION,,,
D7285,"BIOPSY OF ORAL TISSUE - HARD (BONE, TOOTH)",,,
D7286,BIOPSY OF ORAL TISSUE - SOFT (ALL OTHERS),,,
D7287,CYTOLOGY SAMPLE COLLECTION,,,
D7290,REPOSITIONING OF TEETH,,,
D7291,"TRANSSEPTAL FIBEROTOMY/SUPRA CRESTAL FIBEROTOMY, BY REPORT",,,
D7310,ALVEOPLASTY W/ EXTRACTION,,,
D7320,ALVEOPLASTY W/O EXTRACTION,,,
D7340,VESTIBULOPLASTY RIDGE EXTENS,,,
D7350,VESTIBULOPLASTY EXTEN GRAFT,,,
D7410,EXCISION OF BENIGN LESION UP TO 1.25 CM,,,
D7411,EXCISION OF BENIGN LESION GREATER THAN 1.25 CM,,,
D7412,"EXCISION OF BENIGN LESION, COMPLICATED",,,
D7413,EXCISION OF MALIGNANT LESION UP TO 1.25 CM,,,
D7414,EXCISION OF MALIGNANT LESION GREATER THAN 1.25 CM,,,
D7415,"EXCISION OF MALIGNANT LESION, COMPLICATED",,,
D7440,MALIG TUMOR EXC TO 125 CM,,,
D7441,MALIG TUMOR > 125 CM,,,
D7450,REMOVAL OF BENIGN ODONTOGENIC CYST OR TUMOR-LESION DIAMETER UP T0 1.25 CM,,,
D7451,REMOVAL OF BENIGN ODONTOGENIC CYST OR TUMOR-LESION DIAMETER GREATER THAN 1.25 CM,,,
D7460,REMOVAL OF BENIGN NONODONTOGENIC CYST OR TUMOR-LESION DIAMETER UP TO 1.25 CM,,,
D7461,REMOVAL OF BENIGN NONODONTOGENIC CYST OR TUMOR-LESION DIAMETER GREATER THAN 1.25 CM,,,
D7465,LESION DESTRUCTION,,,
D7471,REMOVAL OF LATERAL EXOSTOSIS (MAXILLA OR MANDIBLE),,,
D7472,REMOVAL OF TORUS PALATINUS,,,
D7473,REMOVAL OF TORUS MANDIBULARIS,,,
D7485,SURGICAL REDUCTION OF OSSEOUS TUBEROSITY,,,
D7490,MANDIBLE RESECTION,,,
D7510,I&D ABSC INTRAORAL SOFT TISS,,,
D7520,I&D ABSCESS EXTRAORAL,,,
D7530,"REMOVAL OF FOREIGN BODY FROM MUCOSA, SKIN, OR SUBCUTANEOUS ALVEOLAR TISSUE",,,
D7540,REMOVAL OF FB REACTION,,,
D7550,PARTIAL OSTECTOMY/SEQUESTRECTOMY FOR REMOVAL OF NON-VITAL BONE,,,
D7560,MAXILLARY SINUSOTOMY,,,
D7610,MAXILLA OPEN REDUCT SIMPLE,,,
D7620,CLSD REDUCT SIMPL MAXILLA FX,,,
D7630,OPEN RED SIMPL MANDIBLE FX,,,
D7640,CLSD RED SIMPL MANDIBLE FX,,,
D7650,OPEN RED SIMP MALAR/ ZYGOM FX,,,
D7660,CLSD RED SIMP MALAR/ ZYGOM FX,,,
D7670,"ALVEOLUS - CLOSED REDUCTION, MAY INCLUDE STABILIZATION OF TEETH",,,
D7671,"ALVEOLUS - OPEN REDUCTION, MAY INCLUDE STABILIZATION OF TEETH",,,
D7680,REDUCT SIMPLE FACIAL BONE FX,,,
D7710,MAXILLA OPEN REDUCT COMPOUND,,,
D7720,CLSD REDUCT COMPD MAXILLA FX,,,
D7730,OPEN REDUCT COMPD MANDBLE FX,,,
D7740,CLSD REDUCT COMPD MANDBLE FX,,,
D7750,OPEN RED COMP MALAR/ ZYGMA FX,,,
D7760,CLSD RED COMP MALAR/ ZYGMA FX,,,
D7770,ALVEOLUS - OPEN REDUCTION STABILIZATION OF TEETH,,,
D7771,"ALVEOLUS, CLOSED REDUCTION STABILIZATION OF TEETH",,,
D7780,REDUCT COMPND FACIAL BONE FX,,,
D7810,TMJ OPEN REDUCT- DISLOCATION,,,
D7820,CLOSED TMP MANIPULATION,,,
D7830,TMJ MANIPULATION UNDER ANEST,,,
D7840,REMOVAL OF TMJ CONDYLE,,,
D7850,TMJ MENISCECTOMY,,,
D7852,TMJ REPAIR OF JOINT DISC,,,
D7854,TMJ EXCISN OF JOINT MEMBRANE,,,
D7856,TMJ CUTTING OF A MUSCLE,,,
D7858,TMJ RECONSTRUCTION,,,
D7860,TMJ CUTTING INTO JOINT,,,
D7865,TMJ RESHAPING COMPONENTS,,,
D7870,TMJ ASPIRATION JOINT FLUID,,,
D7871,NON-ARTHROSCOPIC LYSIS AND LAVAGE,,,
D7872,TMJ DIAGNOSTIC ARTHROSCOPY,,,
D7873,TMJ ARTHROSCOPY LYSIS ADHESN,,,
D7874,TMJ ARTHROSCOPY DISC REPOSIT,,,
D7875,TMJ ARTHROSCOPY SYNOVECTOMY,,,
D7876,TMJ ARTHROSCOPY DISCECTOMY,,,
D7877,TMJ ARTHROSCOPY DEBRIDEMENT,,,
D7880,OCCLUSAL ORTHOTIC APPLIANCE,,,
D7899,TMJ UNSPECIFIED THERAPY,,,
D7910,DENT SUTURE RECENT WOUND TO 5 CM,,,
D7911,DENTAL SUTURE WOUND TO 5 CM,,,
D7912,SUTURE COMPLICATE WND > 5 CM,,,
D7920,DENTAL SKIN GRAFT,,,
D7940,RESHAPING BONE ORTHOGNATHIC,,,
D7941,OSTEOTOMY- MANDIBULAR RAMI,,,
D7943,OSTEOTOMY - MANDIBULAR RAMI WITH BONE GRAFT; INCLUDES OBTAINING THE GRAFT,,,
D7944,BONE CUTTING SEGMENTED,,,
D7945,BONE CUTTING BODY MANDIBLE,,,
D7946,RECONSTRUCTION MAXILLA TOTAL,,,
D7947,RECONSTRUCT MAXILLA SEGMENT,,,
D7948,RECONSTRUCT MIDFACE NO GRAFT,,,
D7949,RECONSTRUCT MIDFACE W/ GRAFT,,,
D7950,MANDIBLE GRAFT,,,
D7955,REPAIR MAXILLOFACIAL DEFECTS,,,
D7960,FRENULECTOMY/ FRENULOTOMY,,,
D7970,EXCISION HYPERPLASTIC TISSUE,,,
D7971,EXCISION PERICORONAL GINGIVA,,,
D7972,SURGICAL REDUCTION OF FIBROUS TUBEROSITY,,,
D7980,SIALOLITHOTOMY,,,
D7981,EXCISION OF SALIVARY GLAND,,,
D7982,SIALODOCHOPLASTY,,,
D7983,CLOSURE OF SALIVARY FISTULA,,,
D7990,EMERGENCY TRACHEOTOMY,,,
D7991,DENTAL CORONOIDECTOMY,,,
D7995,SYNTHETIC GRAFT FACIAL BONES,,,
D7996,IMPLANT MANDIBLE FOR AUGMENT,,,
D7997,"APPLIANCE REMOVAL (NOT BY DENTIST WHO PLACED APPLIANCE), INCLUDES REMOVAL OF ARCHBAR",,,
D7999,ORAL SURGERY PROCEDURE,,,
D8010,LIMITED DENTAL TX PRIMARY,,,
D8020,LIMITED DENTAL TX TRANSITION,,,
D8030,LIMITED DENTAL TX ADOLESCENT,,,
D8040,LIMITED DENTAL TX ADULT,,,
D8050,NTERCEP DENTAL TX PRIMARY,,,
D8060,INTERCEP DENTAL TX TRANSITION,,,
D8070,COMPRE DENTAL TX TRANSITION,,,
D8080,COMPRE DENTAL TX ADOLESCENT,,,
D8090,COMPRE DENTAL TX ADULT,,,
D8210,ORTHODONTIC REM APPLIANCE TX,,,
D8220,FIXED APPLIANCE THERAPY HABT,,,
D8660,PREORTHODONTIC TX VISIT,,,
D8670,PERIODIC ORTHODONTIC TX VISIT,,,
D8680,ORTHODONTIC RETENTION,,,
D8690,ORTHODONTIC TREATMENT,,,
D8691,REPAIR OF ORTHODONTIC APPLIANCE,,,
D8692,REPLACEMENT OF LOST OR BROKEN RETAINER,,,
D8999,ORTHODONTIC PROCEDURE,,,
D9110,TX DENTAL PAIN MINOR PROC,,,
D9210,DENT ANESTHESIA W/O SURGERY,,,
D9211,REGIONAL BLOCK ANESTHESIA,,,
D9212,TRIGEMINAL BLOCK ANESTHESIA,,,
D9215,LOCAL ANESTHESIA,,,
D9220,DEEP SEDATION/GENERAL ANESTHESIA-FIRST 30 MINUTES,,,
D9221,DEEP SEDATION/GENERAL ANESTHESIA-EACH ADDITIONAL 15 MINUTES,,,
D9230,"ANALGESIA, ANXIOLYSIS, INHALATION OF NITROUS OXIDE",,,
D9241,INTRAVENOUS CONSCIOUS SEDATION/ANALGESIA - FIRST 30 MINUTES,,,
D9242,INTRAVENOUS CONSCIOUS SEDATION/ANALGESIA - EACH ADDITIONAL 15 MINUTES,,,
D9248,NON-INTRAVENOUS CONSCIOUS SEDATION,,,
D9310,DENTAL CONSULTATION,,,
D9410,HOUSE/EXTENDED CARE FACILITY CALL,,,
D9420,HOSPITAL CALL,,,
D9430,OFFICE VISIT DURING HOURS,,,
D9440,OFFICE VISIT AFTER HOURS,,,
D9450,"CASE PRESENTATION, DETAILED AND EXTENSIVE TREATMENT PLANNING",,,
D9610,DENT THERAPEUTIC DRUG INJECT,,,
D9630,OTHER DRUGS/MEDICAMENTS,,,
D9910,DENT APPL DESENSITIZING MED,,,
D9911,"APPLICATION OF DESENSITIZING RESIN FOR CERVICAL AND/OR ROOT SURFACE, PER TOOTH",,,
D9920,BEHAVIOR MANAGEMENT,,,
D9930,TREATMENT OF COMPLICATIONS,,,
D9940,DENTAL OCCLUSAL GUARD,,,
D9941,FABRICATION ATHLETIC GUARD,,,
D9950,OCCLUSION ANALYSIS,,,
D9951,LIMITED OCCLUSAL ADJUSTMENT,,,
D9952,COMPLETE OCCLUSAL ADJUSTMENT,,,
D9970,ENAMEL MICROABRASION,,,
D9971,ODONTOPLASTY 1 - 2 TEETH; INCLUDES REMOVAL OF ENAMEL PROJECTIONS,,,
D9972,EXTERNAL BLEACHING - PER ARCH,,,
D9973,EXTERNAL BLEACHING - PER TOOTH,,,
D9974,INTERNAL BLEACHING - PER TOOTH,,,
D9999,ADJUNCTIVE PROCEDURE,,,
E0100,"CANE, INCLUDES CANES OF ALL MATERIALS, ADJUSTABLE OR FIXED, WITH TIP",,,
E0105,"CANE, QUAD OR THREE PRONG, INCLUDES CANES OF ALL MATERIALS, ADJUSTABLE OR FIXED, WITH TIPS",,,
E0110,"CRUTCHES, FOREARM, INCLUDES CRUTCHES OF VARIOUS MATERIALS, ADJUSTABLE OR FIXED, PAIR, COMPLETE WITH TIPS AND HANDGRIPS",,,
E0111,"CRUTCH FOREARM, INCLUDES CRUTCHES OF VARIOUS MATERIALS, ADJUSTABLE OR FIXED, EACH, WITH TIP AND HANDGRIPS",,,
E0112,"CRUTCHES UNDERARM, WOOD, ADJUSTABLE OR FIXED, PAIR, WITH PADS, TIPS AND HANDGRIPS",,,
E0113,"CRUTCH UNDERARM, WOOD, ADJUSTABLE OR FIXED, EACH, WITH PAD, TIP AND HANDGRIP",,,
E0114,"CRUTCHES UNDERARM, OTHER THAN WOOD, ADJUSTABLE OR FIXED, PAIR, WITH PADS, TIPS AND HANDGRIPS",,,
E0116,"CRUTCH UNDERARM, OTHER THAN WOOD, ADJUSTABLE OR FIXED, EACH, WITH PAD, TIP AND HANDGRIP",,,
E0117,"CRUTCH, UNDERARM, ARTICULATING, SPRING ASSISTED, EACH",,,
E0130,"WALKER, RIGID (PICKUP), ADJUSTABLE OR FIXED HEIGHT",,,
E0135,"WALKER, FOLDING (PICKUP), ADJUSTABLE OR FIXED HEIGHT",,,
E0141,"RIGID WALKER, WHEELED, WITHOUT SEAT",,,
E0142,"RIGID WALKER, WHEELED, WITH SEAT",,,
E0143,"FOLDING WALKER, WHEELED, WITHOUT SEAT",,,
E0144,"ENCLOSED, FRAMED FOLDING WALKER, WHEELED, WITH POSTERIOR SEAT",,,
E0145,"WALKER, WHEELED, WITH SEAT AND CRUTCH ATTACHMENTS",,,
E0146,"FOLDING WALKER, WHEELED, WITH SEAT",,,
E0147,"HEAVY DUTY, MULTIPLE BREAKING SYSTEM, VARIABLE WHEEL RESISTANCE WALKER",,,
E0148,"WALKER, HEAVY DUTY, WITHOUT WHEELS, RIGID OR FOLDING, ANY TYPE, EACH",,,
E0149,"WALKER, HEAVY DUTY, WHEELED, RIGID OR FOLDING, ANY TYPE, EACH",,,
E0153,"PLATFORM ATTACHMENT, FOREARM CRUTCH, EACH",,,
E0154,"PLATFORM ATTACHMENT, WALKER, EACH",,,
E0155,"WHEEL ATTACHMENT, RIGID PICK-UP WALKER, PER PAIR",,,
E0156,"SEAT ATTACHMENT, WALKER",,,
E0157,"CRUTCH ATTACHMENT, WALKER, EACH",,,
E0158,"LEG EXTENSIONS FOR WALKER, PER SET OF FOUR (4)",,,
E0159,"BRAKE ATTACHMENT FOR WHEELED WALKER, REPLACEMENT, EACH",,,
E0160,"SITZ TYPE BATH OR EQUIPMENT, PORTABLE, USED WITH OR WITHOUT COMMODE",,,
E0161,"SITZ TYPE BATH OR EQUIPMENT, PORTABLE, USED WITH OR WITHOUT COMMODE, WITH FAUCET ATTACHMENT/S",,,
E0162,SITZ BATH CHAIR,,,
E0163,"COMMODE CHAIR, STATIONARY, WITH FIXED ARMS",,,
E0164,"COMMODE CHAIR, MOBILE, WITH FIXED ARMS",,,
E0165,"COMMODE CHAIR, STATIONARY, WITH DETACHABLE ARMS",,,
E0166,"COMMODE CHAIR, MOBILE, WITH DETACHABLE ARMS",,,
E0167,PAIL OR PAN FOR USE WITH COMMODE CHAIR,,,
E0168,"COMMODE CHAIR, EXTRA WIDE AND/OR HEAVY DUTY, STATIONARY OR MOBILE, WITH OR WITHOUT ARMS, ANY TYPE, EACH",,,
E0169,COMMODE CHAIR WITH SEAT LIFT MECHANISM,,,
E0175,"FOOT REST, FOR USE WITH COMMODE CHAIR, EACH",,,
E0176,"AIR PRESSURE PAD OR CUSHION, NONPOSITIONING",,,
E0177,"WATER PRESSURE PAD OR CUSHION, NONPOSITIONING",,,
E0178,"GEL OR GEL-LIKE PRESSURE PAD OR CUSHION, NONPOSITIONING",,,
E0179,"DRY PRESSURE PAD OR CUSHION, NONPOSITIONING",,,
E0180,"PRESSURE PAD, ALTERNATING WITH PUMP",,,
E0181,"PRESSURE PAD, ALTERNATING WITH PUMP, HEAVY DUTY",,,
E0182,PUMP FOR ALTERNATING PRESSURE PAD,,,
E0184,DRY PRESSURE MATTRESS,,,
E0185,"GEL OR GEL-LIKE PRESSURE PAD FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH",,,
E0186,AIR PRESSURE MATTRESS,,,
E0187,WATER PRESSURE MATTRESS,,,
E0188,SYNTHETIC SHEEPSKIN PAD,,,
E0189,"LAMBSWOOL SHEEPSKIN PAD, ANY SIZE",,,
E0191,"HEEL OR ELBOW PROTECTOR, EACH",,,
E0192,"LOW PRESSURE AND POSITIONING EQUALIZATION PAD, FOR WHEELCHAIR",,,
E0193,POWERED AIR FLOTATION BED (LOW AIR LOSS THERAPY),,,
E0194,AIR FLUIDIZED BED,,,
E0196,GEL PRESSURE MATTRESS,,,
E0197,"AIR PRESSURE PAD FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH",,,
E0198,"WATER PRESSURE PAD FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH",,,
E0199,"DRY PRESSURE PAD FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH",,,
E0200,"HEAT LAMP, WITHOUT STAND (TABLE MODEL), INCLUDES BULB, OR INFRARED ELEMENT",,,
E0202,PHOTOTHERAPY (BILIRUBIN) LIGHT WITH PHOTOMETER,,,
E0203,"THERAPEUTIC LIGHTBOX, MINIMUM 10,000 LUX, TABLE TOP MODEL",,,
E0205,"HEAT LAMP, WITH STAND, INCLUDES BULB, OR INFRARED ELEMENT",,,
E0210,"ELECTRIC HEAT PAD, STANDARD",,,
E0215,"ELECTRIC HEAT PAD, MOIST",,,
E0217,WATER CIRCULATING HEAT PAD WITH PUMP,,,
E0218,WATER CIRCULATING COLD PAD WITH PUMP,,,
E0220,HOT WATER BOTTLE,,,
E0221,INFRARED HEATING PAD SYSTEM,,,
E0225,"HYDROCOLLATOR UNIT, INCLUDES PADS",,,
E0230,ICE CAP OR COLLAR,,,
E0231,"NON-CONTACT WOUND WARMING DEVICE (TEMPERATURE CONTROL UNIT, AC ADAPTER AND POWER CORD) FOR USE WITH WARMING CARD AND WOUND COVER",,,
E0232,WARMING CARD FOR USE WITH THE NON CONTACT WOUND WARMING DEVICE AND NON CONTACT WOUND WARMING WOUND COVER,,,
E0235,"PARAFFIN BATH UNIT, PORTABLE (SEE MEDICAL SUPPLY CODE A4265 FOR PARAFFIN)",,,
E0236,PUMP FOR WATER CIRCULATING PAD,,,
E0238,"NON-ELECTRIC HEAT PAD, MOIST",,,
E0239,"HYDROCOLLATOR UNIT, PORTABLE",,,
E0241,"BATH TUB WALL RAIL, EACH",,,
E0242,"BATH TUB RAIL, FLOOR BASE",,,
E0243,"TOILET RAIL, EACH",,,
E0244,RAISED TOILET SEAT,,,
E0245,TUB STOOL OR BENCH,,,
E0246,TRANSFER TUB RAIL ATTACHMENT,,,
E0249,PAD FOR WATER CIRCULATING HEAT UNIT,,,
E0250,"HOSPITAL BED, FIXED HEIGHT, WITH ANY TYPE SIDE RAILS, WITH MATTRESS",,,
E0251,"HOSPITAL BED, FIXED HEIGHT, WITH ANY TYPE SIDE RAILS, WITHOUT MATTRESS",,,
E0255,"HOSPITAL BED, VARIABLE HEIGHT, HI-LO, WITH ANY TYPE SIDE RAILS, WITH MATTRESS",,,
E0256,"HOSPITAL BED, VARIABLE HEIGHT, HI-LO, WITH ANY TYPE SIDE RAILS, WITHOUT MATTRESS",,,
E0260,"HOSPITAL BED, SEMI-ELECTRIC (HEAD AND FOOT ADJUSTMENT), WITH ANY TYPE SIDE RAILS, WITH MATTRESS",,,
E0261,"HOSPITAL BED, SEMI-ELECTRIC (HEAD AND FOOT ADJUSTMENT), WITH ANY TYPE SIDE RAILS, WITHOUT MATTRESS",,,
E0265,"HOSPITAL BED, TOTAL ELECTRIC (HEAD, FOOT AND HEIGHT ADJUSTMENTS), WITH ANY TYPE SIDE RAILS, WITH MATTRESS",,,
E0266,"HOSPITAL BED, TOTAL ELECTRIC (HEAD, FOOT AND HEIGHT ADJUSTMENTS), WITH ANY TYPE SIDE RAILS, WITHOUT MATTRESS",,,
E0270,"HOSPITAL BED, INSTITUTIONAL TYPE INCLUDES: OSCILLATING, CIRCULATING AND STRYKER FRAME, WITH MATTRESS",,,
E0271,"MATTRESS, INNERSPRING",,,
E0272,"MATTRESS, FOAM RUBBER",,,
E0273,BED BOARD,,,
E0274,OVER-BED TABLE,,,
E0275,"BED PAN, STANDARD, METAL OR PLASTIC",,,
E0276,"BED PAN, FRACTURE, METAL OR PLASTIC",,,
E0277,POWERED PRESSURE-REDUCING AIR MATTRESS,,,
E0280,"BED CRADLE, ANY TYPE",,,
E0290,"HOSPITAL BED, FIXED HEIGHT, WITHOUT SIDE RAILS, WITH MATTRESS",,,
E0291,"HOSPITAL BED, FIXED HEIGHT, WITHOUT SIDE RAILS, WITHOUT MATTRESS",,,
E0292,"HOSPITAL BED, VARIABLE HEIGHT, HI-LO, WITHOUT SIDE RAILS, WITH MATTRESS",,,
E0293,"HOSPITAL BED, VARIABLE HEIGHT, HI-LO, WITHOUT SIDE RAILS, WITHOUT MATTRESS",,,
E0294,"HOSPITAL BED, SEMI-ELECTRIC (HEAD AND FOOT ADJUSTMENT), WITHOUT SIDE RAILS, WITH MATTRESS",,,
E0295,"HOSPITAL BED, SEMI-ELECTRIC (HEAD AND FOOT ADJUSTMENT), WITHOUT SIDE RAILS, WITHOUT MATTRESS",,,
E0296,"HOSPITAL BED, TOTAL ELECTRIC (HEAD, FOOT AND HEIGHT ADJUSTMENTS), WITHOUT SIDE RAILS, WITH MATTRESS",,,
E0297,"HOSPITAL BED, TOTAL ELECTRIC (HEAD, FOOT AND HEIGHT ADJUSTMENTS), WITHOUT SIDE RAILS, WITHOUT MATTRESS",,,
E0305,"BED SIDE RAILS, HALF-LENGTH",,,
E0310,"BED SIDE RAILS, FULL-LENGTH",,,
E0315,"BED ACCESSORY: BOARD, TABLE, OR SUPPORT DEVICE, ANY TYPE",,,
E0316,"SAFETY ENCLOSURE FRAME/CANOPY FOR USE WITH HOSPITAL BED, ANY TYPE",,,
E0325,"URINAL; MALE, JUG-TYPE, ANY MATERIAL",,,
E0326,"URINAL; FEMALE, JUG-TYPE, ANY MATERIAL",,,
E0350,CONTROL UNIT FOR ELECTRONIC BOWEL IRRIGATION/EVACUATION SYSTEM,,,
E0352,"DISPOSABLE PACK (WATER RESERVOIR BAG, SPECULUM, VALVING MECHANISM AND COLLECTION BAG/BOX) FOR USE WITH THE ELECTRONIC BOWEL IRRIGATION/EVACUATI",,,
E0370,AIR PRESSURE ELEVATOR FOR HEEL,,,
E0371,"NONPOWERED ADVANCED PRESSURE REDUCING OVERLAY FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH",,,
E0372,"POWERED AIR OVERLAY FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH",,,
E0373,NONPOWERED ADVANCED PRESSURE REDUCING MATTRESS,,,
E0424,"STATIONARY COMPRESSED GASEOUS OXYGEN SYSTEM, RENTAL; INCLUDES CONTAINER, CONTENTS, REGULATOR, FLOWMETER, HUMIDIFIER, NEBULIZER, CANNULA OR MASK",,,
E0425,"STATIONARY COMPRESSED GAS SYSTEM, PURCHASE; INCLUDES REGULATOR, FLOWMETER, HUMIDIFIER, NEBULIZER, CANNULA OR MASK, AND TUBING",,,
E0430,"PORTABLE GASEOUS OXYGEN SYSTEM, PURCHASE; INCLUDES REGULATOR, FLOWMETER, HUMIDIFIER, CANNULA OR MASK, AND TUBING",,,
E0431,"PORTABLE GASEOUS OXYGEN SYSTEM, RENTAL; INCLUDES PORTABLE CONTAINER, REGULATOR, FLOWMETER, HUMIDIFIER, CANNULA OR MASK, AND TUBING",,,
E0434,"PORTABLE LIQUID OXYGEN SYSTEM, RENTAL; INCLUDES PORTABLE CONTAINER, SUPPLY RESERVOIR, HUMIDIFIER, FLOWMETER, REFILL ADAPTOR, CONTENTS GAUGE, CA",,,
E0435,"PORTABLE LIQUID OXYGEN SYSTEM, PURCHASE; INCLUDES PORTABLE CONTAINER, SUPPLY RESERVOIR, FLOWMETER, HUMIDIFIER, CONTENTS GAUGE, CANNULA OR MASK,",,,
E0439,"STATIONARY LIQUID OXYGEN SYSTEM, RENTAL; INCLUDES CONTAINER, CONTENTS, REGULATOR, FLOWMETER, HUMIDIFIER, NEBULIZER, CANNULA OR MASK, AND TUBING",,,
E0440,"STATIONARY LIQUID OXYGEN SYSTEM, PURCHASE; INCLUDES USE OF RESERVOIR, CONTENTS INDICATOR, REGULATOR, FLOWMETER, HUMIDIFIER, NEBULIZER, CANNULA",,,
